"COU","Country","IND","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"JPN","Japan","GTE_GDP","General government expenditures as a percentage of GDP","2015","2015",39.33,,
"JPN","Japan","GTE_GDP","General government expenditures as a percentage of GDP","2016","2016",39.26,,
"JPN","Japan","GTE_GDP","General government expenditures as a percentage of GDP","2017","2017",38.74,,
"CRI","Costa Rica","GNLB_GDP","General government fiscal balance as a percentage of GDP","2007","2007",1.22,,
"CRI","Costa Rica","GNLB_GDP","General government fiscal balance as a percentage of GDP","2008","2008",-1.5,,
"CRI","Costa Rica","GNLB_GDP","General government fiscal balance as a percentage of GDP","2009","2009",-2.85,,
"CRI","Costa Rica","GNLB_GDP","General government fiscal balance as a percentage of GDP","2010","2010",-5.92,,
"CRI","Costa Rica","GNLB_GDP","General government fiscal balance as a percentage of GDP","2011","2011",-4.81,,
"CRI","Costa Rica","GNLB_GDP","General government fiscal balance as a percentage of GDP","2012","2012",-1.76,,
"CRI","Costa Rica","GNLB_GDP","General government fiscal balance as a percentage of GDP","2013","2013",-2.68,,
"CRI","Costa Rica","GNLB_GDP","General government fiscal balance as a percentage of GDP","2014","2014",-1.45,,
"CRI","Costa Rica","GNLB_GDP","General government fiscal balance as a percentage of GDP","2015","2015",-2.51,,
"CRI","Costa Rica","GNLB_GDP","General government fiscal balance as a percentage of GDP","2016","2016",-2.37,,
"CRI","Costa Rica","GNLB_GDP","General government fiscal balance as a percentage of GDP","2017","2017",-3.8,,
"CRI","Costa Rica","GTE_GDP","General government expenditures as a percentage of GDP","2007","2007",30.88,"E","Estimated value"
"CRI","Costa Rica","GTE_GDP","General government expenditures as a percentage of GDP","2008","2008",35.1,"E","Estimated value"
"CRI","Costa Rica","GTE_GDP","General government expenditures as a percentage of GDP","2009","2009",35.1,"E","Estimated value"
"CRI","Costa Rica","GTE_GDP","General government expenditures as a percentage of GDP","2010","2010",39.05,"E","Estimated value"
"CRI","Costa Rica","GTE_GDP","General government expenditures as a percentage of GDP","2011","2011",38.98,"E","Estimated value"
"CRI","Costa Rica","GTE_GDP","General government expenditures as a percentage of GDP","2012","2012",31.41,"E","Estimated value"
"CRI","Costa Rica","GTE_GDP","General government expenditures as a percentage of GDP","2013","2013",32.93,"E","Estimated value"
"CRI","Costa Rica","GTE_GDP","General government expenditures as a percentage of GDP","2014","2014",32.89,"E","Estimated value"
"CRI","Costa Rica","GTE_GDP","General government expenditures as a percentage of GDP","2015","2015",33.03,"E","Estimated value"
"CRI","Costa Rica","GTE_GDP","General government expenditures as a percentage of GDP","2016","2016",33.49,"E","Estimated value"
"CRI","Costa Rica","GTE_GDP","General government expenditures as a percentage of GDP","2017","2017",43.92,,
"AUT","Austria","GTR_GDP","General government revenues as a percentage of GDP","2007","2007",47.89,,
"AUT","Austria","GTR_GDP","General government revenues as a percentage of GDP","2008","2008",48.38,,
"AUT","Austria","GTR_GDP","General government revenues as a percentage of GDP","2009","2009",48.82,,
"AUT","Austria","GTR_GDP","General government revenues as a percentage of GDP","2010","2010",48.4,,
"AUT","Austria","GTR_GDP","General government revenues as a percentage of GDP","2011","2011",48.34,,
"AUT","Austria","GTR_GDP","General government revenues as a percentage of GDP","2012","2012",49.02,,
"AUT","Austria","GTR_GDP","General government revenues as a percentage of GDP","2013","2013",49.7,,
"AUT","Austria","GTR_GDP","General government revenues as a percentage of GDP","2014","2014",49.7,,
"AUT","Austria","GTR_GDP","General government revenues as a percentage of GDP","2015","2015",50.12,,
"AUT","Austria","GTR_GDP","General government revenues as a percentage of GDP","2016","2016",48.72,,
"AUT","Austria","GTR_GDP","General government revenues as a percentage of GDP","2017","2017",48.42,,
"AUT","Austria","GTR_GDP","General government revenues as a percentage of GDP","2018","2018",48.6,,
"RUS","Russia","GTE_GDP","General government expenditures as a percentage of GDP","2011","2011",34.99,,
"RUS","Russia","GTE_GDP","General government expenditures as a percentage of GDP","2012","2012",35.99,,
"RUS","Russia","GTE_GDP","General government expenditures as a percentage of GDP","2013","2013",36.87,,
"RUS","Russia","GTE_GDP","General government expenditures as a percentage of GDP","2014","2014",40.06,,
"RUS","Russia","GTE_GDP","General government expenditures as a percentage of GDP","2015","2015",37.63,,
"SVN","Slovenia","GTR_GDP","General government revenues as a percentage of GDP","2007","2007",42.11,,
"SVN","Slovenia","GTR_GDP","General government revenues as a percentage of GDP","2008","2008",42.46,,
"SVN","Slovenia","GTR_GDP","General government revenues as a percentage of GDP","2009","2009",42.38,,
"SVN","Slovenia","GTR_GDP","General government revenues as a percentage of GDP","2010","2010",43.62,,
"SVN","Slovenia","GTR_GDP","General government revenues as a percentage of GDP","2011","2011",43.33,,
"SVN","Slovenia","GTR_GDP","General government revenues as a percentage of GDP","2012","2012",44.47,,
"SVN","Slovenia","GTR_GDP","General government revenues as a percentage of GDP","2013","2013",44.84,,
"SVN","Slovenia","GTR_GDP","General government revenues as a percentage of GDP","2014","2014",44.36,,
"SVN","Slovenia","GTR_GDP","General government revenues as a percentage of GDP","2015","2015",44.88,,
"SVN","Slovenia","GTR_GDP","General government revenues as a percentage of GDP","2016","2016",43.39,,
"SVN","Slovenia","GTR_GDP","General government revenues as a percentage of GDP","2017","2017",43.19,,
"SVN","Slovenia","GTR_GDP","General government revenues as a percentage of GDP","2018","2018",43.09,,
"GBR","United Kingdom","GTE_GDP","General government expenditures as a percentage of GDP","2007","2007",40.9,,
"GBR","United Kingdom","GTE_GDP","General government expenditures as a percentage of GDP","2008","2008",44.4,,
"GBR","United Kingdom","GTE_GDP","General government expenditures as a percentage of GDP","2009","2009",47.31,,
"GBR","United Kingdom","GTE_GDP","General government expenditures as a percentage of GDP","2010","2010",47.56,,
"GBR","United Kingdom","GTE_GDP","General government expenditures as a percentage of GDP","2011","2011",45.92,,
"GBR","United Kingdom","GTE_GDP","General government expenditures as a percentage of GDP","2012","2012",45.74,,
"GBR","United Kingdom","GTE_GDP","General government expenditures as a percentage of GDP","2013","2013",43.94,,
"GBR","United Kingdom","GTE_GDP","General government expenditures as a percentage of GDP","2014","2014",43.01,,
"GBR","United Kingdom","GTE_GDP","General government expenditures as a percentage of GDP","2015","2015",42.2,,
"GBR","United Kingdom","GTE_GDP","General government expenditures as a percentage of GDP","2016","2016",41.39,,
"GBR","United Kingdom","GTE_GDP","General government expenditures as a percentage of GDP","2017","2017",40.98,,
"GBR","United Kingdom","GTE_GDP","General government expenditures as a percentage of GDP","2018","2018",40.84,,
"TUR","Turkey","GTR_GDP","General government revenues as a percentage of GDP","2009","2009",31.82,,
"TUR","Turkey","GTR_GDP","General government revenues as a percentage of GDP","2010","2010",32.86,,
"TUR","Turkey","GTR_GDP","General government revenues as a percentage of GDP","2011","2011",32.83,,
"TUR","Turkey","GTR_GDP","General government revenues as a percentage of GDP","2012","2012",33.27,,
"TUR","Turkey","GTR_GDP","General government revenues as a percentage of GDP","2013","2013",33.04,,
"TUR","Turkey","GTR_GDP","General government revenues as a percentage of GDP","2014","2014",32.34,,
"TUR","Turkey","GTR_GDP","General government revenues as a percentage of GDP","2015","2015",32.55,,
"TUR","Turkey","GTR_GDP","General government revenues as a percentage of GDP","2016","2016",32.97,,
"TUR","Turkey","GTR_GDP","General government revenues as a percentage of GDP","2017","2017",31.4,,
"BRA","Brazil","GNLB_GDP","General government fiscal balance as a percentage of GDP","2007","2007",-4.67,,
"BRA","Brazil","GNLB_GDP","General government fiscal balance as a percentage of GDP","2008","2008",-2.74,,
"BRA","Brazil","GNLB_GDP","General government fiscal balance as a percentage of GDP","2009","2009",-4.48,,
"BRA","Brazil","GNLB_GDP","General government fiscal balance as a percentage of GDP","2010","2010",-2.96,,
"BRA","Brazil","GNLB_GDP","General government fiscal balance as a percentage of GDP","2011","2011",-2.54,,
"BRA","Brazil","GNLB_GDP","General government fiscal balance as a percentage of GDP","2012","2012",-2.32,,
"BRA","Brazil","GNLB_GDP","General government fiscal balance as a percentage of GDP","2013","2013",-3.31,,
"BRA","Brazil","GNLB_GDP","General government fiscal balance as a percentage of GDP","2014","2014",-5.88,,
"BRA","Brazil","GNLB_GDP","General government fiscal balance as a percentage of GDP","2015","2015",-7.75,,
"BRA","Brazil","GNLB_GDP","General government fiscal balance as a percentage of GDP","2016","2016",-7.15,,
"KOR","Korea","GTR_GDP","General government revenues as a percentage of GDP","2007","2007",33.91,,
"KOR","Korea","GTR_GDP","General government revenues as a percentage of GDP","2008","2008",34.34,,
"KOR","Korea","GTR_GDP","General government revenues as a percentage of GDP","2009","2009",33.57,,
"KOR","Korea","GTR_GDP","General government revenues as a percentage of GDP","2010","2010",31.97,,
"KOR","Korea","GTR_GDP","General government revenues as a percentage of GDP","2011","2011",33.32,,
"KOR","Korea","GTR_GDP","General government revenues as a percentage of GDP","2012","2012",33.74,,
"KOR","Korea","GTR_GDP","General government revenues as a percentage of GDP","2013","2013",33.1,,
"KOR","Korea","GTR_GDP","General government revenues as a percentage of GDP","2014","2014",33.25,,
"KOR","Korea","GTR_GDP","General government revenues as a percentage of GDP","2015","2015",33.58,,
"KOR","Korea","GTR_GDP","General government revenues as a percentage of GDP","2016","2016",34.64,,
"KOR","Korea","GTR_GDP","General government revenues as a percentage of GDP","2017","2017",35.26,,
"BEL","Belgium","GTE_GDP","General government expenditures as a percentage of GDP","2007","2007",48.25,,
"BEL","Belgium","GTE_GDP","General government expenditures as a percentage of GDP","2008","2008",50.28,,
"BEL","Belgium","GTE_GDP","General government expenditures as a percentage of GDP","2009","2009",54.15,,
"BEL","Belgium","GTE_GDP","General government expenditures as a percentage of GDP","2010","2010",53.34,,
"BEL","Belgium","GTE_GDP","General government expenditures as a percentage of GDP","2011","2011",54.52,,
"BEL","Belgium","GTE_GDP","General government expenditures as a percentage of GDP","2012","2012",55.87,,
"BEL","Belgium","GTE_GDP","General government expenditures as a percentage of GDP","2013","2013",55.83,,
"BEL","Belgium","GTE_GDP","General government expenditures as a percentage of GDP","2014","2014",55.27,,
"BEL","Belgium","GTE_GDP","General government expenditures as a percentage of GDP","2015","2015",53.73,,
"BEL","Belgium","GTE_GDP","General government expenditures as a percentage of GDP","2016","2016",53.09,,
"BEL","Belgium","GTE_GDP","General government expenditures as a percentage of GDP","2017","2017",52.13,,
"BEL","Belgium","GTE_GDP","General government expenditures as a percentage of GDP","2018","2018",52.38,,
"NZL","New Zealand","GNLB_GDP","General government fiscal balance as a percentage of GDP","2007","2007",4.26,,
"NZL","New Zealand","GNLB_GDP","General government fiscal balance as a percentage of GDP","2008","2008",0.45,,
"NZL","New Zealand","GNLB_GDP","General government fiscal balance as a percentage of GDP","2009","2009",-2.81,,
"NZL","New Zealand","GNLB_GDP","General government fiscal balance as a percentage of GDP","2010","2010",-6.87,,
"NZL","New Zealand","GNLB_GDP","General government fiscal balance as a percentage of GDP","2011","2011",-4.07,,
"NZL","New Zealand","GNLB_GDP","General government fiscal balance as a percentage of GDP","2012","2012",-2.21,,
"NZL","New Zealand","GNLB_GDP","General government fiscal balance as a percentage of GDP","2013","2013",-0.51,,
"NZL","New Zealand","GNLB_GDP","General government fiscal balance as a percentage of GDP","2014","2014",0.2,,
"NZL","New Zealand","GNLB_GDP","General government fiscal balance as a percentage of GDP","2015","2015",0.36,,
"NZL","New Zealand","GNLB_GDP","General government fiscal balance as a percentage of GDP","2016","2016",1.22,,
"NZL","New Zealand","GNLB_GDP","General government fiscal balance as a percentage of GDP","2017","2017",1.18,,
"FIN","Finland","GTR_GDP","General government revenues as a percentage of GDP","2007","2007",51.93,,
"FIN","Finland","GTR_GDP","General government revenues as a percentage of GDP","2008","2008",52.44,,
